ISBN,goodreads_id,title,image,goodreads_link,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_link,author_no_of_books,author_followers,original_title,book_format,published,language,setting,all_contributors,number_of_editions,currently_reading,to_read,all_genres
9786144258613,28675538,البدوي الصغير,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453492020i/28675538.jpg,https://www.goodreads.com/book/show/28675538,"First published January 1, 2016",67 ratings,22 reviews,3.49,16 (23%),15 (22%),24 (35%),10 (14%),2 (2%),مقبول موسى العلوي,https://www.goodreads.com/author/show/3506191._,12 ,88 followers,البدوي الصغير,"208 pages, Paperback","January 1, 2016 by دار الساقي للنشر والتوزيع ",Arabic,,مقبول موسى العلوي,Show all 2 editions,8 people are currently reading,89 people want to read,
2843055970,7026945,خاتم الرمل,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1256206972i/7026945.jpg,https://www.goodreads.com/book/show/7026945,"First published January 1, 1995",103 ratings,17 reviews,3.6,20 (19%),37 (35%),33 (32%),11 (10%),2 (1%),فؤاد التكرلي,https://www.goodreads.com/author/show/2731582._,16 ,379 followers,خاتم الرمل,"160 pages, Paperback","January 1, 2002 by دار المدى",Arabic,,فؤاد التكرلي,Show all 3 editions,9 people are currently reading,292 people want to read,
9789953594149,98458760-inna-wa-akhaw-tuh-wa--ur-f-al-na-b,Inna wa-akhawātuhā wa-ḥurūf al-naṣb: riwāyah,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/98458760-inna-wa-akhaw-tuh-wa--ur-f-al-na-b,"Published January 1, 2014",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),Ṣūnyā ‘Āmir,https://www.goodreads.com/author/show/26592915.S_ny_mir,,,,"96 pages, Paperback","January 1, 2014 by Mu’assasat al-Riḥāb al-Ḥadīthah lil-Ṭibā‘ah wa-al-Nashr wa-al-Tawzī‘",Arabic,,Ṣūnyā ‘Āmir,Show all editions,,,
9789953882543,40875817-al-jabal-al-khames,Al Jabal Al Khames,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1532025557i/40875817.jpg,https://www.goodreads.com/book/show/40875817-al-jabal-al-khames,"First published January 1, 1996","42,248 ratings","1,757 reviews",3.63,"10,416 (24%)","13,370 (31%)","12,397 (29%)","4,438 (10%)","1,627 (3%)",Paulo Coelho,https://www.goodreads.com/author/show/566.Paulo_Coelho,336 ,130k followers,O Monte Cinco,"242 pages, Paperback",All Prints Distributors and Publishers,,Akbar,Paulo Coelho,Show all 223 editions,"1,486 people are currently reading",23k people want to read,"Fiction,Historical Fiction,Novels,Philosophy,Spirituality,Religion,Inspirational"
9789953896564,60706255,عمارة يعقوبيان,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/60706255,"Published January 1, 2018",11 ratings,0 reviews,4.27,4 (36%),6 (54%),1 (9%),0 (0%),0 (0%),علاء الاسواني,https://www.goodreads.com/author/show/22324620._,,,,"319 pages, Paperback","January 1, 2018 by Dar Al Adab دار الآداب",Arabic,,علاء الاسواني,Show all editions,1 person is currently reading,4 people want to read,
9789953267920,18080442,منصب شاغر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371450337i/18080442.jpg,https://www.goodreads.com/book/show/18080442,"First published January 1, 2012","321,949 ratings","32,173 reviews",3.3,"54,311 (16%)","95,389 (29%)","95,131 (29%)","47,625 (14%)","29,493 (9%)",J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,448 ,221k followers,The Casual Vacancy,"599 pages, Paperback","June 17, 2013 by نوفل",Arabic,Pagford (United Kingdom),"J.K. Rowling,Danielle Saleh (translator)",Show all 174 editions,15.6k people are currently reading,297k people want to read,"Fiction,Contemporary,Mystery,Adult,Adult Fiction,Drama,Unfinished"
9789773997656,51406394,رمادي يميل الي الأسود,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1565669266l/51406394.jpg,https://www.goodreads.com/book/show/51406394,"First published June 11, 2019",8 ratings,5 reviews,5.0,8 (100%),0 (0%),0 (0%),0 (0%),0 (0%),طارق أحمد زكي,https://www.goodreads.com/author/show/19459586._,,,رمادي يميل الي الأسود,"720 pages, Paperback","June 11, 2019 by دار أطلس للنشر و الإنتاج الإعلامي",Arabic,,طارق أحمد زكي,Show all editions,1 person is currently reading,8 people want to read,
9789953213309,6599823,المترجم الخائن,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1258240690i/6599823.jpg,https://www.goodreads.com/book/show/6599823,"First published January 1, 2008",229 ratings,46 reviews,3.33,33 (14%),68 (29%),83 (36%),31 (13%),14 (6%),فواز حداد,https://www.goodreads.com/author/show/2831049._,16 ,192 followers,المترجم الخائن,490 pages,"January 1, 2009 by رياض الريس للكتب والنشر",Arabic,,فواز حداد,Show all 2 editions,21 people are currently reading,766 people want to read,"Novels,Literature"
9786140127494,52174977,سفير الكوارث,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/52174977,"First published March 12, 2019",7 ratings,2 reviews,3.0,2 (28%),0 (0%),2 (28%),2 (28%),1 (14%),ياسر العرينان,https://www.goodreads.com/author/show/19260963._,2 ,,سفير الكوارث,"246 pages, Kindle Edition","March 14, 2019 by الدار العربية للعلوم ناشرون",Arabic,,ياسر العرينان,Show all editions,,7 people want to read,
9776038867,17560678,أحجار على رقعة الشطرنج,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362593933i/17560678.jpg,https://www.goodreads.com/book/show/17560678,"First published November 1, 2002","4,953 ratings",576 reviews,3.7,"1,632 (32%)","1,337 (26%)","1,197 (24%)",436 (8%),351 (7%),William Guy Carr,https://www.goodreads.com/author/show/238948.William_Guy_Carr,21 ,287 followers,,"448 pages, Paperback","January 1, 2011 by دار الحرم للتراث",Arabic,,"William Guy Carr,الحسيني الحسيني معدي (دراسة وتقديم)",Show all 51 editions,"1,400 people are currently reading",12.3k people want to read,"Politics,History,Nonfiction,Conspiracy Theories,Religion,Historical,Canada"
9789953296883,90024753-a-two-stories-woman,A Two Stories Woman,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/90024753-a-two-stories-woman,"Published November 19, 2005",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),هيفاء بيطار,https://www.goodreads.com/author/show/1069316._,45 ,609 followers,,"206 pages, Paperback","November 19, 2005 by Arab Scientific Publishers",Arabic,,هيفاء بيطار,Show all editions,,,
9789953566849,21896401,المذكرة المفقودة: صائد الديناصورات,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397228406i/21896401.jpg,https://www.goodreads.com/book/show/21896401,"First published January 1, 2011",5 ratings,0 reviews,4.4,3 (60%),1 (20%),1 (20%),0 (0%),0 (0%),Steve Parker,https://www.goodreads.com/author/show/5473.Steve_Parker,"1,172 ",65 followers,The Lost Journal: Dinosaur Hunter,"32 pages, Hardcover","January 1, 2012 by دار مدارك للنشر",Arabic,,Steve Parker,Show all 4 editions,,10 people want to read,
9789776549777,44170037,علاقات بنكهة القهوة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551485008i/44170037.jpg,https://www.goodreads.com/book/show/44170037,"Published December 1, 2018",195 ratings,35 reviews,3.25,30 (15%),52 (26%),67 (34%),29 (14%),17 (8%),شريهان عصام الدين,https://www.goodreads.com/author/show/18921442._,3 ,16 followers,علاقات بنكهة القهوة,"226 pages, Paperback","December 1, 2018 by دار تويا للنشر والتوزيع",Arabic,,شريهان عصام الدين,Show all editions,30 people are currently reading,456 people want to read,
9789953887128,94698742,‫إيزيس في القدس‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/94698742,"Published January 1, 2008",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),unknown author,https://www.goodreads.com/author/show/22294257.unknown_author,3m ,9 followers,,307 pages,"January 1, 2008",Arabic,,unknown author,Show all 2 editions,,,
9789953267494,51186170,الأسود يليق بك,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562586994l/51186170.jpg,https://www.goodreads.com/book/show/51186170,"First published January 1, 2012","62,949 ratings","6,047 reviews",3.64,"20,138 (31%)","16,418 (26%)","14,599 (23%)","7,253 (11%)","4,541 (7%)",Ahlam Mosteghanemi,https://www.goodreads.com/author/show/2993185.Ahlam_Mosteghanemi,12 ,"4,092 followers",الأسود يليق بك,Paperback,"November 1, 2012 by Hachette Antoin",,,"Ahlam Mosteghanemi,أحلام مستغانمي",Show all 12 editions,"6,329 people are currently reading",62.6k people want to read,"Novels,Romance,Fiction,Literature,Romantic,Love,Drama"
9789953978734,40594735,أنا والرومي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673849637i/40594735.jpg,https://www.goodreads.com/book/show/40594735,"First published January 1, 2004",206 ratings,42 reviews,3.32,62 (30%),31 (15%),55 (26%),27 (13%),31 (15%),William C. Chittick,https://www.goodreads.com/author/show/90890.William_C_Chittick,53 ,253 followers,,"560 pages, Paperback","June 1, 2018 by دار الكرمة - دار الخيال",Arabic,,"William C. Chittick,Shams-i Tabrizi (مؤلف),ويليام س. شيتيك",Show all 5 editions,113 people are currently reading,"1,140 people want to read","Biography,Philosophy,Poetry,History,Literature,Nonfiction,Spirituality"
9789953873060,90153190-wedding-of-a-mule,Wedding of a Mule,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/90153190-wedding-of-a-mule,"Published January 31, 2008",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),الطاهر وطار,https://www.goodreads.com/author/show/1858866._,21 ,207 followers,,"186 pages, Paperback","January 31, 2008 by Arab Scientific Publishers",Arabic,,الطاهر وطار,Show all editions,,,
9789953719344,18214459,العدم,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374173667i/18214459.jpg,https://www.goodreads.com/book/show/18214459,"First published May 1, 2013",8 ratings,2 reviews,3.5,1 (12%),2 (25%),5 (62%),0 (0%),0 (0%),جمال ضاهر,https://www.goodreads.com/author/show/7179470._,8 ,13 followers,,"191 pages, ebook","May 1, 2013 by دار الفارابي - بيروت - لبنان",,,جمال ضاهر,Show all editions,1 person is currently reading,46 people want to read,
9789957095215,22878939,الأشباح والوهق,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407321249i/22878939.jpg,https://www.goodreads.com/book/show/22878939,"First published January 1, 2012",1 rating,0 reviews,4.0,0 (0%),1 (100%),0 (0%),0 (0%),0 (0%),سليم جواد,https://www.goodreads.com/author/show/8431977._,,,,596 pages,"January 1, 2012 by ازمنة",,,سليم جواد,Show all editions,,5 people want to read,
9786140106758,18106989,شرفة الهاوية,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397303819i/18106989.jpg,https://www.goodreads.com/book/show/18106989,"First published January 1, 2013","1,470 ratings",284 reviews,3.54,262 (17%),550 (37%),437 (29%),158 (10%),63 (4%),Ibrahim Nasrallah,https://www.goodreads.com/author/show/2974.Ibrahim_Nasrallah,61 ,"5,596 followers",شرفة الهاوية,"329 pages, Paperback","January 1, 2013 by الدار العربية للعلوم ناشرون",Arabic,"عمّان, الأردن","Ibrahim Nasrallah,إبراهيم نصر الله",Show all 3 editions,70 people are currently reading,"2,803 people want to read","Novels,Fiction"
9789953871844,69852051-the-house-of-obedience,The House of Obedience,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/69852051-the-house-of-obedience,"First published July 2, 2007",139 ratings,21 reviews,2.83,17 (12%),23 (16%),43 (30%),32 (23%),24 (17%),منيرة السبيعي,https://www.goodreads.com/author/show/2874545._,3 ,13 followers,بيت الطاعة,"232 pages, Paperback","June 30, 2007 by Arab Scientific Publishers",Arabic,Saudi Arabia,منيرة السبيعي,Show all 3 editions,12 people are currently reading,164 people want to read,
9786140108288,96251623,الثلوج الغاربة,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/96251623,,0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),unknown author,https://www.goodreads.com/author/show/22294257.unknown_author,3m ,9 followers,,"134 pages, Hardcover",الدار العربية للعلوم ناشرون,Arabic,,unknown author,Show all editions,,,
9789953874852,70586169-women-with-locks,Women with Locks,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/70586169-women-with-locks,"First published January 1, 2008",67 ratings,12 reviews,3.09,10 (14%),19 (28%),14 (20%),15 (22%),9 (13%),هيفاء بيطار,https://www.goodreads.com/author/show/1069316._,45 ,609 followers,نساء بأقفال,"160 pages, Paperback","June 24, 2008 by Arab Scientific Publishers",Arabic,,هيفاء بيطار,Show all 4 editions,7 people are currently reading,45 people want to read,
9780863566820,10256758-ambivalence,Ambivalence: Crossing The Israel/Palestine Divide,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1430391981i/10256758.jpg,https://www.goodreads.com/book/show/10256758-ambivalence,"First published January 1, 2008",64 ratings,13 reviews,3.64,15 (23%),23 (35%),16 (25%),8 (12%),2 (3%),Jonathan Garfinkel,https://www.goodreads.com/author/show/1092770.Jonathan_Garfinkel,9 ,1 follower,Ambivalence: Adventures in Israel and Palestine,"336 pages, Paperback","February 1, 2008 by Saqi Books",English,,Jonathan Garfinkel,Show all 8 editions,7 people are currently reading,50 people want to read,"Memoir,Nonfiction,Israel"
9789953571249,33106732,أفيون و ياسمين,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479892738i/33106732.jpg,https://www.goodreads.com/book/show/33106732,"First published January 1, 2016",3 ratings,0 reviews,2.67,0 (0%),0 (0%),2 (66%),1 (33%),0 (0%),نجمة دزيري,https://www.goodreads.com/author/show/16112872._,,,أفيون و ياسمين,"188 pages, Paperback","January 1, 2016 by غوايات",Arabic,,نجمة دزيري,Show all editions,,4 people want to read,
9789933536275,7406713,في سردابي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528808623i/7406713.jpg,https://www.goodreads.com/book/show/7406713,"First published January 1, 1864","126,255 ratings","9,351 reviews",4.17,"55,447 (43%)","45,125 (35%)","19,602 (15%)","4,434 (3%)","1,647 (1%)",Fyodor Dostoevsky,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoevsky,"2,978 ",46.1k followers,Записки из подполья,"208 pages, Paperback","January 1, 2016 by دار نينوى للدراسات والنشر والتوزيع",Arabic,"Russia, Eastern Europe","Fyodor Dostoevsky,فيودور دوستويفسكي,عبد المعين الملوحي (Translator)",Show all 2671 editions,12.7k people are currently reading,152k people want to read,"Classics,Fiction,Philosophy,Russia,Russian Literature,Literature,Novels"
9789948170693,28451848,الكاتب والآخر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451955765i/28451848.jpg,https://www.goodreads.com/book/show/28451848,"First published January 1, 2007",372 ratings,112 reviews,3.9,107 (28%),149 (40%),92 (24%),18 (4%),6 (1%),Carlos Liscano,https://www.goodreads.com/author/show/881117.Carlos_Liscano,28 ,75 followers,El escritor y el otro,"191 pages, Paperback","January 1, 2012 by كلمة للترجمة",Arabic,,"Carlos Liscano,نهى أبو عرقوب (ترجمة)",Show all 6 editions,32 people are currently reading,320 people want to read,"Biography,Writing"
9771433490,6280525,إنها كرة الندم,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321177007i/6280525.jpg,https://www.goodreads.com/book/show/6280525,"First published January 1, 2005",63 ratings,4 reviews,3.35,10 (15%),22 (34%),14 (22%),14 (22%),3 (4%),أنيس منصور,https://www.goodreads.com/author/show/1270552._,184 ,"7,594 followers",إنها كرة الندم,371 pages,"January 1, 2006 by نهضة مصر ",Arabic,Egypt,أنيس منصور,Show all editions,2 people are currently reading,145 people want to read,
9789777860430,29759158,غادة السمان امرأة من كلمات,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459577575i/29759158.jpg,https://www.goodreads.com/book/show/29759158,,1 rating,1 review,3.0,0 (0%),0 (0%),1 (100%),0 (0%),0 (0%),عذاب الركابي,https://www.goodreads.com/author/show/6907621._,8 ,1 follower,,"117 pages, Paperback",,Arabic,,عذاب الركابي,Show all editions,,14 people want to read,
9789957093068,26237594,المرأه الأولي,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1611180117i/26237594.jpg,https://www.goodreads.com/book/show/26237594,"First published January 1, 1983",40 ratings,8 reviews,2.43,2 (5%),6 (15%),10 (25%),11 (27%),11 (27%),Nedim Gürsel,https://www.goodreads.com/author/show/102434.Nedim_G_rsel,90 ,26 followers,İlk Kadın,"92 pages, Paperback","January 1, 2008 by دار أزمنة للنشر والتوزيع",Arabic,,"Nedim Gürsel,نديم جورسيل,أحمد عثمان (Translator)",Show all 11 editions,4 people are currently reading,117 people want to read,Turkish Literature
9789923706091,41048939,البيت الوحيد,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1533468410i/41048939.jpg,https://www.goodreads.com/book/show/41048939,"First published April 29, 2018",2 ratings,1 review,3.0,0 (0%),1 (50%),0 (0%),1 (50%),0 (0%),محمد دغلس,https://www.goodreads.com/author/show/15169549._,3 ,,البيت الوحيد,"171 pages, Hardcover","April 29, 2018 by الألفية للنشر والتوزيع ",Arabic,,محمد دغلس,Show all editions,,2 people want to read,
9789777780841,43694332-308,308 ونشستر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548311157i/43694332.jpg,https://www.goodreads.com/book/show/43694332-308,"Published January 23, 2019",109 ratings,25 reviews,3.74,29 (26%),39 (35%),29 (26%),8 (7%),4 (3%),محمود وهبة,https://www.goodreads.com/author/show/14418872._,37 ,238 followers,,260 pages,"January 23, 2019 by  دار ""ن"" للنشر والتوزيع",,,محمود وهبة,Show all editions,8 people are currently reading,101 people want to read,Thriller
9789777780087,22555781,العائد,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422663905i/22555781.jpg,https://www.goodreads.com/book/show/22555781,"First published January 1, 2014","7,242 ratings",793 reviews,4.02,"2,857 (39%)","2,440 (33%)","1,348 (18%)",395 (5%),202 (2%),حسن الجندي,https://www.goodreads.com/author/show/3279601._,23 ,"6,703 followers",العائد,"366 pages, Paperback","January 1, 2014 by دار ن للنشر والتوزيع",Arabic,,حسن الجندي,Show all 5 editions,405 people are currently reading,"6,997 people want to read","Horror,Novels,Fiction,Fantasy,Audiobook,Literature,Thriller"
9789953872780,70586173-small-celebrations-last-celebrations,Small Celebrations . . . Last Celebrations,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/70586173-small-celebrations-last-celebrations,"Published April 23, 2008",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),هيفاء البيطار,https://www.goodreads.com/author/show/17016683._,2 ,,,"240 pages, Paperback","April 23, 2008 by Arab Scientific Publishers",Arabic,,هيفاء البيطار,Show all 2 editions,,,
9786144329702,45172493,لص القمر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555659388i/45172493.jpg,https://www.goodreads.com/book/show/45172493,"Published January 1, 2019",0 ratings,1 review,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),احمد جمعة,https://www.goodreads.com/author/show/19077038._,5 ,,,"544 pages, Paperback","January 1, 2019 by دار الفارابي ",Arabic,,احمد جمعة,Show all editions,,,
9789922901169,61374616,فلنصرع الفقراء,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1656624997i/61374616.jpg,https://www.goodreads.com/book/show/61374616,"Published January 1, 2019",19 ratings,3 reviews,1.84,0 (0%),3 (15%),3 (15%),1 (5%),12 (63%),شيمونا سينها,https://www.goodreads.com/author/show/19303102._,,,,Paperback,"January 1, 2019",,,"شيمونا سينها,شكير نصر الدين (Translator)",Show all 2 editions,,16 people want to read,
9781855167865,7121734,بنات الرياض,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397351040i/7121734.jpg,https://www.goodreads.com/book/show/7121734,"First published January 1, 2005","19,206 ratings","2,432 reviews",3.25,"2,768 (14%)","5,467 (28%)","6,445 (33%)","2,889 (15%)","1,637 (8%)",رجاء عبد الله الصانع,https://www.goodreads.com/author/show/3163044._,,,بنات الرياض,319 pages,"January 1, 2007 by دار الساقي",Arabic,"Riyadh (Saudi Arabia), Saudi Arabia, Middle East","رجاء عبد الله الصانع,Rajaa Alsanea",Show all 65 editions,515 people are currently reading,10.4k people want to read,"Fiction,Chick Lit,Romance,Contemporary,Novels,Feminism,Islam"
9789953875750,6780562,سادة البراري,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1251654942i/6780562.jpg,https://www.goodreads.com/book/show/6780562,"First published January 2, 2008","21,316 ratings",817 reviews,4.36,"10,490 (49%)","8,312 (38%)","2,230 (10%)",247 (1%),37 (<1%),Conn Iggulden (مؤلف),https://www.goodreads.com/author/show/119121.Conn_Iggulden,78 ,"4,938 followers","Lords of the Bow (Conqueror, #2)","376 pages, Paperback","November 6, 2009 by الدار العربية للعلوم ",English,"Yinchuan (China), Mongolia, Baotou (China), Shizuishan, Ningxia (China), Linhe (China), Yanjing (China)","Conn Iggulden (مؤلف),كون إيغلدن,مروان سعد الدين (ترجمة)",Show all 75 editions,716 people are currently reading,"5,732 people want to read","Historical Fiction,Fiction,Historical,War,Adventure,Asia,Fantasy"
9789953892474,36530362,الصبار,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1623010763i/36530362.jpg,https://www.goodreads.com/book/show/36530362,"First published January 1, 1976",794 ratings,86 reviews,3.76,186 (23%),311 (39%),230 (28%),55 (6%),12 (1%),Sahar Khalifeh,https://www.goodreads.com/author/show/127925.Sahar_Khalifeh,22 ,150 followers,الصبار,"176 pages, Paperback","January 1, 2013 by دار الآداب",Arabic,,"Sahar Khalifeh,سحر خليفة",Show all 24 editions,33 people are currently reading,"1,537 people want to read","Fiction,Historical Fiction,Literature,Israel,International,Novels,Historical"
9789953362025,6146796,مطر الله,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1233062334i/6146796.jpg,https://www.goodreads.com/book/show/6146796,"First published January 1, 2008",11 ratings,3 reviews,2.82,0 (0%),2 (18%),6 (54%),2 (18%),1 (9%),هدية حسين,https://www.goodreads.com/author/show/2802333._,15 ,37 followers,مطر الله,116 pages,"January 1, 2008 by المؤسسة العربية للدراسات والنشر",Arabic,,هدية حسين,Show all editions,1 person is currently reading,18 people want to read,
9789774886966,51004891-2,الكون الغامض #2: ومازال الكون كتابًا مغلقًا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580913921i/51004891.jpg,https://www.goodreads.com/book/show/51004891-2,"Published January 23, 2020",4 ratings,1 review,3.5,1 (25%),1 (25%),1 (25%),1 (25%),0 (0%),باسم مدحت,https://www.goodreads.com/author/show/17596404._,6 ,6 followers,,"280 pages, Paperback","January 23, 2020 by داراكتب",Arabic,,باسم مدحت,Show all editions,,14 people want to read,
9789778350876,60025366,محاربة من زمن الغربة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1641265839i/60025366.jpg,https://www.goodreads.com/book/show/60025366,"First published January 1, 2018",2 ratings,1 review,3.0,1 (50%),0 (0%),0 (0%),0 (0%),1 (50%),شادن صلاح,https://www.goodreads.com/author/show/22120952._,2 ,,محاربة من زمن الغربة,"127 pages, Paperback","January 1, 2018 by دار زحمة كتاب للنشر والتوزيع",Arabic,,شادن صلاح,Show all editions,,,
9789953361649,31435959,البيت ذو المدخل الواطئ,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1471054567i/31435959.jpg,https://www.goodreads.com/book/show/31435959,"First published January 1, 2002",70 ratings,17 reviews,3.9,22 (31%),29 (41%),12 (17%),4 (5%),3 (4%),إبراهيم  صموئيل,https://www.goodreads.com/author/show/6427456._,5 ,47 followers,المنزل ذو المدخل الواطئ,"107 pages, Paperback","January 1, 2011 by المؤسسة العربية للدراسات والنشر",Arabic,,إبراهيم  صموئيل,Show all 2 editions,1 person is currently reading,137 people want to read,
9789778030617,42852003,حب كبير,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542476781i/42852003.jpg,https://www.goodreads.com/book/show/42852003,"First published February 3, 2013",139 ratings,16 reviews,3.35,22 (15%),42 (30%),43 (30%),27 (19%),5 (3%),Navid Kermani,https://www.goodreads.com/author/show/126396.Navid_Kermani,55 ,108 followers,Grosse Liebe,"207 pages, Paperback","January 1, 2018 by الكتب خان للنشر والتوزيع",Arabic,,"Navid Kermani,أحمد علي (Translator)",Show all 7 editions,4 people are currently reading,157 people want to read,"Fiction,German Literature"
9789954670262,35292298,عشق على حاقة القبر,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/35292298,"First published January 1, 2016",6 ratings,1 review,2.33,0 (0%),1 (16%),2 (33%),1 (16%),2 (33%),ساعد قويسم,https://www.goodreads.com/author/show/6541303._,3 ,8 followers,عشق على حافة القبر,"221 pages, Paperback","January 1, 2016 by أفريقيا الشرق",Arabic,,ساعد قويسم,Show all editions,1 person is currently reading,15 people want to read,
9789776549999,43863890,رأس الكركدن,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1549454411i/43863890.jpg,https://www.goodreads.com/book/show/43863890,"First published January 22, 2019",28 ratings,13 reviews,3.61,9 (32%),6 (21%),8 (28%),3 (10%),2 (7%),محمد آدم | Mohammad Adam,https://www.goodreads.com/author/show/18855160._Mohammad_Adam,14 ,40 followers,رأس الكركدن,"170 pages, Paperback","January 22, 2019 by دار تويا للنشر والتوزيع - https://www.facebook.com/Dar.Toya/",Arabic,,محمد آدم | Mohammad Adam,Show all editions,3 people are currently reading,44 people want to read,
9789775154804,33897862,مقهى هيانا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1484703019i/33897862.jpg,https://www.goodreads.com/book/show/33897862,"First published January 1, 2008",357 ratings,66 reviews,3.2,40 (11%),100 (28%),132 (36%),62 (17%),23 (6%),Jana Beňová,https://www.goodreads.com/author/show/2867330.Jana_Be_ov_,15 ,32 followers,Plán odprevádzania (Café Hyena),146 pages,"January 1, 2016 by صفصافه للنشر و التوزيع",,,"Jana Beňová,خالد البلتاجي (translator)",Show all 22 editions,13 people are currently reading,664 people want to read,"Fiction,21st Century,Novels,Novella,Womens,The World,Contemporary"
9789776541061,60590303,مزرعة الحيوان,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646982740i/60590303.jpg,https://www.goodreads.com/book/show/60590303,"First published August 17, 1945","3,509,407 ratings","81,292 reviews",3.98,"1,305,951 (37%)","1,225,622 (34%)","674,299 (19%)","200,467 (5%)","103,068 (2%)",George Orwell,https://www.goodreads.com/author/show/3706.George_Orwell,"1,047 ",40.5k followers,Animal Farm: A Fairy Story,"136 pages, Paperback","January 1, 2015 by عصير الكتب",Arabic,England,"George Orwell,أحمد إبراهيم إسماعيل (Trabslator)",Show all 3764 editions,40.2k people are currently reading,1m people want to read,"Classics,Fiction,Dystopia,Fantasy,Politics,Literature,School"
